Loan_ID,Customer_Age,Income,Loan_Type,Loan_Amount,Interest_Rate,Issue_Date,Loan_Status,Recovery_Status,Recovery_Amount,Outstanding_Amount,Recovery_Rate,Risk_Segment
LN00561,63.0,599584,Personal Loan,336000,14.74,2025-05-28,Fully Paid,Recovered,319284.03,16715.97,95.03,Medium Risk
LN08984,58.0,1322919,Business Loan,3957000,13.54,2025-09-21,Charged Off,Default,946171.33,3010828.67,23.91,Medium Risk
LN05436,45.0,1211894,Home Loan,4224000,8.75,2025-10-24,Fully Paid,Recovered,4062763.64,161236.36,96.18,Medium Risk
LN04438,34.0,748835,Personal Loan,282000,15.56,2025-10-08,Fully Paid,Recovered,281352.84,647.16,99.77,Medium Risk
LN01443,63.0,1757548,Personal Loan,468000,15.44,2026-01-25,Fully Paid,Recovered,450306.16,17693.84,96.22,Low Risk
LN04407,57.0,410307,Home Loan,3179000,9.27,2026-01-16,Fully Paid,Recovered,3046677.3,132322.7,95.84,High Risk
LN09727,43.0,449766,Home Loan,4503000,9.87,2025-10-31,Charged Off,Default,815653.3,3687346.7,18.11,High Risk
LN01690,49.0,494495,Personal Loan,327000,16.29,2025-11-30,Fully Paid,Recovered,321803.85,5196.15,98.41,Medium Risk
LN04050,49.0,578399,Auto Loan,855000,10.47,2025-07-10,Fully Paid,Recovered,821487.07,33512.93,96.08,Medium Risk
LN09176,28.0,301586,Home Loan,3638000,8.41,2025-08-22,Fully Paid,Recovered,3475601.43,162398.57,95.54,High Risk
LN05963,23.0,1449601,Business Loan,3276000,11.85,2026-04-19,Charged Off,Default,944297.32,2331702.68,28.82,Medium Risk
LN02497,34.0,1186832,Personal Loan,372000,14.76,2025-11-07,Fully Paid,Recovered,358242.28,13757.72,96.3,Medium Risk
LN08363,23.0,1097017,Home Loan,2256000,9.32,2026-03-09,Fully Paid,Recovered,2251854.0,4146.0,99.82,Medium Risk
LN00341,38.0,911495,Business Loan,5369000,13.34,2026-03-24,Fully Paid,Recovered,5358954.49,10045.51,99.81,Medium Risk
LN02409,42.0,241952,Business Loan,3784000,12.44,2025-10-18,Fully Paid,Recovered,3676826.2,107173.8,97.17,High Risk
LN08523,54.0,366794,Personal Loan,219000,15.91,2025-10-07,Fully Paid,Recovered,218389.34,610.66,99.72,Medium Risk
LN05783,53.0,1084621,Personal Loan,340000,15.58,2026-01-31,Fully Paid,Recovered,332021.94,7978.06,97.65,Medium Risk
LN04577,35.0,776028,Auto Loan,769000,9.78,2026-01-24,Fully Paid,Recovered,735164.21,33835.79,95.6,Medium Risk
LN03726,59.0,303356,Home Loan,3047000,8.79,2025-05-24,Fully Paid,Recovered,3020222.59,26777.41,99.12,High Risk
LN02786,40.0,1162692,Personal Loan,403000,15.74,2025-10-26,Fully Paid,Recovered,384960.36,18039.64,95.52,Medium Risk
LN01013,50.0,501595,Home Loan,2685000,9.3,2026-03-28,Fully Paid,Recovered,2555201.59,129798.41,95.17,High Risk
LN05281,36.0,674080,Personal Loan,308000,15.21,2025-06-13,Charged Off,Default,91024.5,216975.5,29.55,Medium Risk
LN04896,29.0,688018,Home Loan,2458000,9.04,2025-06-26,Fully Paid,Recovered,2443034.28,14965.72,99.39,Medium Risk
LN07122,38.0,1945791,Personal Loan,420000,14.46,2026-01-09,Fully Paid,Recovered,413662.83,6337.17,98.49,Low Risk
LN06550,47.0,418383,Home Loan,2997000,10.28,2026-01-30,Fully Paid,Recovered,2881394.64,115605.36,96.14,High Risk
LN04038,45.0,1780541,Personal Loan,544000,15.23,2025-09-03,Charged Off,Default,91979.3,452020.7,16.91,Low Risk
LN00149,23.0,1587222,Personal Loan,327000,14.32,2025-06-29,Fully Paid,Recovered,321579.46,5420.54,98.34,Low Risk
LN00286,24.0,920212,Personal Loan,556000,14.7,2025-07-13,Charged Off,Default,183735.94,372264.06,33.05,Medium Risk
LN09846,47.0,718451,Auto Loan,589000,10.06,2026-02-14,Fully Paid,Recovered,568244.72,20755.28,96.48,Medium Risk
LN08575,49.0,567604,Personal Loan,484000,15.3,2026-02-10,Fully Paid,Recovered,465464.84,18535.16,96.17,Medium Risk
LN06771,51.0,2631249,Personal Loan,441000,15.2,2025-07-14,Charged Off,Default,175337.53,265662.47,39.76,Low Risk
LN04444,23.0,474012,Personal Loan,466000,16.55,2026-01-04,Fully Paid,Recovered,452194.04,13805.96,97.04,Medium Risk
LN07447,34.0,704952,Home Loan,3824000,8.62,2026-01-26,Fully Paid,Recovered,3791345.31,32654.69,99.15,Medium Risk
LN00237,52.0,399388,Auto Loan,626000,10.11,2025-10-29,Fully Paid,Recovered,618670.16,7329.84,98.83,Medium Risk
LN09779,64.0,613041,Auto Loan,722000,11.13,2026-04-16,Fully Paid,Recovered,700269.33,21730.67,96.99,Medium Risk
LN07124,,557774,Business Loan,4113000,12.37,2026-01-15,Fully Paid,Recovered,4005676.5,107323.5,97.39,High Risk
LN08521,38.0,605171,Business Loan,4289000,13.27,2025-08-31,Fully Paid,Recovered,4228572.33,60427.67,98.59,Medium Risk
LN03084,61.0,619746,Auto Loan,984000,10.08,2025-11-05,Fully Paid,Recovered,936702.16,47297.84,95.19,Medium Risk
LN00633,,424069,Home Loan,4001000,8.3,2025-06-15,Charged Off,Default,715126.36,3285873.64,17.87,High Risk
LN06814,33.0,791128,Education Loan,506000,11.94,2026-02-04,Charged Off,Default,173895.85,332104.15,34.37,Medium Risk
LN02494,43.0,320363,Personal Loan,437000,15.35,2025-12-24,Fully Paid,Recovered,433135.8,3864.2,99.12,Medium Risk
LN02666,43.0,1246276,Personal Loan,421000,16.26,2025-07-17,Fully Paid,Recovered,420222.33,777.67,99.82,Medium Risk
LN08662,34.0,1016604,Personal Loan,421000,15.69,2025-08-28,Charged Off,Default,112012.56,308987.44,26.61,Medium Risk
LN08590,32.0,1512528,Personal Loan,472000,14.59,2025-09-16,Charged Off,Default,165879.09,306120.91,35.14,Low Risk
LN08639,28.0,520034,Personal Loan,465000,16.6,2026-02-18,Fully Paid,Recovered,456763.36,8236.64,98.23,Medium Risk
LN04212,49.0,571713,Home Loan,3606000,8.41,2026-01-15,Fully Paid,Recovered,3483419.56,122580.44,96.6,High Risk
LN03875,28.0,281157,Home Loan,3233000,9.18,2026-04-22,Fully Paid,Recovered,3195785.97,37214.03,98.85,High Risk
LN02818,22.0,262068,Home Loan,3537000,9.13,2025-06-27,Charged Off,Default,476135.88,3060864.12,13.46,High Risk
LN08432,62.0,803482,Education Loan,569000,10.79,2025-11-24,Fully Paid,Recovered,543364.66,25635.34,95.49,Medium Risk
LN01218,43.0,822171,Auto Loan,815000,10.88,2025-07-02,Fully Paid,Recovered,783282.36,31717.64,96.11,Medium Risk
LN07427,57.0,909547,Home Loan,3839000,9.81,2025-07-22,Fully Paid,Recovered,3739156.5,99843.5,97.4,Medium Risk
LN08776,45.0,732327,Auto Loan,1092000,10.89,2026-04-13,Fully Paid,Recovered,1066457.79,25542.21,97.66,Medium Risk
LN08642,42.0,218657,Home Loan,3424000,10.0,2026-02-05,Fully Paid,Recovered,3324469.62,99530.38,97.09,High Risk
LN09386,44.0,1182997,Education Loan,471000,12.04,2025-06-26,Fully Paid,Recovered,449148.69,21851.31,95.36,Medium Risk
LN01736,27.0,1089972,Auto Loan,1078000,11.0,2026-04-19,Fully Paid,Recovered,1028897.24,49102.76,95.45,Medium Risk
LN07398,59.0,1296747,Business Loan,3826000,13.63,2025-09-20,Fully Paid,Recovered,3799886.18,26113.82,99.32,Medium Risk
LN04256,56.0,499395,Personal Loan,295000,15.51,2026-01-25,Fully Paid,Recovered,281062.38,13937.62,95.28,Medium Risk
LN08452,52.0,935223,Personal Loan,373000,16.08,2026-04-14,Fully Paid,Recovered,369339.7,3660.3,99.02,Medium Risk
LN02476,51.0,934241,Education Loan,702000,12.4,2025-09-26,Fully Paid,Recovered,682152.89,19847.11,97.17,Medium Risk
LN09014,63.0,307871,Home Loan,3101000,9.27,2026-03-05,Charged Off,Default,788141.6,2312858.4,25.42,High Risk
LN03714,62.0,200000,Home Loan,4188000,10.37,2025-05-12,Fully Paid,Recovered,4041761.37,146238.63,96.51,High Risk
LN09160,25.0,884708,Auto Loan,501000,10.74,2025-08-02,Charged Off,Default,163611.88,337388.12,32.66,Medium Risk
LN01805,51.0,521009,Auto Loan,521000,10.14,2025-12-30,Charged Off,Default,133544.32,387455.68,25.63,Medium Risk
LN00708,24.0,454020,Business Loan,3620000,14.25,2025-09-10,Fully Paid,Recovered,3565975.17,54024.83,98.51,High Risk
LN09378,41.0,434470,Personal Loan,415000,15.18,2025-10-19,Charged Off,Default,65311.6,349688.4,15.74,Medium Risk
LN05190,43.0,453807,Home Loan,4537000,9.12,2026-04-19,Fully Paid,Recovered,4334750.53,202249.47,95.54,High Risk
LN05473,59.0,526756,Home Loan,2420000,10.01,2025-09-19,Fully Paid,Recovered,2358468.02,61531.98,97.46,High Risk
LN00073,42.0,459660,Personal Loan,442000,15.59,2025-10-15,Fully Paid,Recovered,422762.49,19237.51,95.65,Medium Risk
LN07844,33.0,932995,Personal Loan,401000,14.78,2025-12-09,Fully Paid,Recovered,387748.89,13251.11,96.7,Medium Risk
LN05102,53.0,1140204,Auto Loan,795000,9.75,2025-08-04,Fully Paid,Recovered,793409.38,1590.62,99.8,Medium Risk
LN06765,,560269,Home Loan,3397000,8.48,2025-05-25,Fully Paid,Recovered,3321163.83,75836.17,97.77,High Risk
LN01126,35.0,540705,Home Loan,3053000,8.44,2025-10-01,Charged Off,Default,307275.52,2745724.48,10.06,High Risk
LN01242,43.0,1541753,Home Loan,2953000,8.28,2026-03-06,Fully Paid,Recovered,2885763.7,67236.3,97.72,Medium Risk
LN08417,30.0,484946,Personal Loan,344000,15.61,2025-10-09,Fully Paid,Recovered,327090.07,16909.93,95.08,Medium Risk
LN02350,53.0,711856,Auto Loan,563000,11.43,2026-01-02,Fully Paid,Recovered,553497.82,9502.18,98.31,Medium Risk
LN06603,30.0,1223549,Auto Loan,762000,9.49,2025-12-21,Fully Paid,Recovered,760830.55,1169.45,99.85,Medium Risk
LN06781,46.0,855679,Personal Loan,480000,15.5,2025-12-27,Fully Paid,Recovered,471339.27,8660.73,98.2,Medium Risk
LN04359,40.0,945442,Personal Loan,552000,16.08,2026-04-03,Charged Off,Default,92519.62,459480.38,16.76,Medium Risk
LN01344,29.0,1393363,Home Loan,3505000,8.03,2026-01-19,Fully Paid,Recovered,3432630.3,72369.7,97.94,Medium Risk
LN07532,,1043839,Home Loan,3367000,9.39,2025-12-25,Fully Paid,Recovered,3310565.34,56434.66,98.32,Medium Risk
LN08854,30.0,1606638,Business Loan,4148000,12.36,2026-03-25,Fully Paid,Recovered,4065910.54,82089.46,98.02,Medium Risk
LN09769,64.0,1483806,Auto Loan,852000,9.4,2025-06-12,Fully Paid,Recovered,816864.35,35135.65,95.88,Medium Risk
LN06653,29.0,681780,Auto Loan,932000,10.49,2025-12-26,Fully Paid,Recovered,885612.73,46387.27,95.02,Medium Risk
LN01101,28.0,779930,Auto Loan,715000,9.99,2025-09-22,Fully Paid,Recovered,682858.13,32141.87,95.5,Medium Risk
LN07328,59.0,701902,Business Loan,4855000,12.24,2025-11-05,Fully Paid,Recovered,4746044.57,108955.43,97.76,Medium Risk
LN07623,60.0,229310,Business Loan,4871000,12.7,2025-12-21,Fully Paid,Recovered,4823136.14,47863.86,99.02,High Risk
LN00988,60.0,1117525,Personal Loan,390000,15.89,2026-03-28,Charged Off,Default,107273.84,282726.16,27.51,Medium Risk
LN02853,56.0,891351,Business Loan,3785000,13.65,2026-01-05,Fully Paid,Recovered,3683508.35,101491.65,97.32,Medium Risk
LN00631,49.0,531068,Auto Loan,414000,11.24,2025-10-09,Fully Paid,Recovered,402596.5,11403.5,97.25,Medium Risk
LN01250,33.0,270642,Auto Loan,995000,10.88,2025-10-31,Fully Paid,Recovered,958978.75,36021.25,96.38,Medium Risk
LN03180,57.0,466977,Auto Loan,962000,10.99,2026-02-25,Fully Paid,Recovered,958879.61,3120.39,99.68,Medium Risk
LN00483,47.0,2024715,Auto Loan,773000,9.12,2025-10-30,Charged Off,Default,278195.41,494804.59,35.99,Low Risk
LN03041,38.0,1584884,Auto Loan,697000,10.7,2025-06-12,Fully Paid,Recovered,683013.45,13986.55,97.99,Low Risk
LN05011,29.0,1600598,Education Loan,582000,10.62,2026-01-03,Charged Off,Default,115867.08,466132.92,19.91,Low Risk
LN08903,39.0,270760,Home Loan,4254000,10.16,2025-05-23,Fully Paid,Recovered,4073527.2,180472.8,95.76,High Risk
LN07001,25.0,262459,Personal Loan,364000,15.12,2025-08-12,Fully Paid,Recovered,355210.61,8789.39,97.59,Medium Risk
LN03274,58.0,2951341,Education Loan,633000,10.06,2026-04-17,Fully Paid,Recovered,615303.31,17696.69,97.2,Low Risk
LN07228,50.0,788954,Home Loan,3741000,8.48,2025-12-09,Fully Paid,Recovered,3695771.2,45228.8,98.79,Medium Risk
LN03684,59.0,3192937,Auto Loan,831000,10.53,2026-01-10,Fully Paid,Recovered,826823.05,4176.95,99.5,Low Risk
LN06675,60.0,1066054,Auto Loan,897000,9.52,2025-11-06,Fully Paid,Recovered,875286.57,21713.43,97.58,Medium Risk
LN06808,32.0,739615,Home Loan,3186000,8.55,2025-10-05,Fully Paid,Recovered,3141661.35,44338.65,98.61,Medium Risk
LN09933,,1128626,Auto Loan,668000,11.34,2026-01-15,Fully Paid,Recovered,652609.44,15390.56,97.7,Medium Risk
LN01317,44.0,690986,Auto Loan,1080000,10.67,2025-06-03,Fully Paid,Recovered,1072410.55,7589.45,99.3,Medium Risk
LN03226,63.0,406748,Auto Loan,948000,10.47,2026-01-26,Fully Paid,Recovered,938352.66,9647.34,98.98,Medium Risk
LN01073,31.0,395789,Auto Loan,521000,11.77,2025-05-12,Charged Off,Default,127622.82,393377.18,24.5,Medium Risk
LN04816,57.0,2779505,Personal Loan,387000,15.43,2026-03-28,Fully Paid,Recovered,382148.19,4851.81,98.75,Low Risk
LN08900,33.0,421236,Home Loan,2318000,10.23,2025-10-04,Fully Paid,Recovered,2255965.47,62034.53,97.32,High Risk
LN05753,58.0,1415859,Business Loan,3259000,13.57,2025-10-04,Fully Paid,Recovered,3096807.19,162192.81,95.02,Medium Risk
LN09330,36.0,383483,Personal Loan,255000,16.13,2026-03-14,Fully Paid,Recovered,248207.03,6792.97,97.34,Medium Risk
LN04617,49.0,646119,Auto Loan,960000,10.58,2025-07-18,Fully Paid,Recovered,916738.72,43261.28,95.49,Medium Risk
LN03098,,494284,Home Loan,4080000,9.36,2025-10-18,Fully Paid,Recovered,3909504.41,170495.59,95.82,High Risk
LN06870,54.0,1123454,Business Loan,5181000,13.62,2026-04-01,Fully Paid,Recovered,4944827.11,236172.89,95.44,Medium Risk
LN01301,51.0,462735,Personal Loan,541000,15.19,2025-07-02,Fully Paid,Recovered,528419.3,12580.7,97.67,Medium Risk
LN07286,41.0,1156010,Auto Loan,722000,10.52,2025-12-06,Charged Off,Default,144357.24,577642.76,19.99,Medium Risk
LN06285,27.0,1078204,Personal Loan,374000,15.5,2025-11-02,Fully Paid,Recovered,358816.54,15183.46,95.94,Medium Risk
LN05496,62.0,353415,Home Loan,2363000,9.71,2025-11-14,Fully Paid,Recovered,2253143.75,109856.25,95.35,High Risk
LN05292,27.0,532525,Personal Loan,441000,14.83,2026-02-27,Fully Paid,Recovered,438816.19,2183.81,99.5,Medium Risk
LN01799,36.0,1280868,Personal Loan,439000,15.18,2025-11-03,Fully Paid,Recovered,423197.49,15802.51,96.4,Medium Risk
LN05204,31.0,200000,Home Loan,4150000,9.9,2026-04-04,Charged Off,Default,553326.18,3596673.82,13.33,High Risk
LN08228,57.0,1064542,Home Loan,3621000,9.82,2025-05-27,Fully Paid,Recovered,3449852.34,171147.66,95.27,Medium Risk
LN05048,42.0,644576,Auto Loan,658000,10.11,2026-03-03,Fully Paid,Recovered,625874.8,32125.2,95.12,Medium Risk
LN06442,39.0,1299604,Personal Loan,277000,14.86,2025-05-20,Fully Paid,Recovered,274408.1,2591.9,99.06,Medium Risk
LN08106,49.0,695743,Personal Loan,506000,16.01,2026-01-12,Fully Paid,Recovered,497636.08,8363.92,98.35,Medium Risk
LN02360,61.0,1228036,Auto Loan,741000,10.94,2025-04-27,Fully Paid,Recovered,729357.15,11642.85,98.43,Medium Risk
LN09568,,918569,Home Loan,4377000,8.48,2026-02-09,Charged Off,Default,953584.62,3423415.38,21.79,Medium Risk
LN03655,62.0,770777,Home Loan,4648000,8.83,2025-12-21,Fully Paid,Recovered,4578544.34,69455.66,98.51,Medium Risk
LN07053,46.0,1488233,Business Loan,6532000,12.32,2025-11-02,Charged Off,Default,2396430.34,4135569.66,36.69,Medium Risk
LN01287,30.0,357495,Home Loan,3048000,9.92,2026-04-22,Fully Paid,Recovered,2987444.94,60555.06,98.01,High Risk
LN09310,29.0,729130,Personal Loan,447000,15.39,2025-09-02,Fully Paid,Recovered,442158.99,4841.01,98.92,Medium Risk
LN04446,51.0,369855,Personal Loan,506000,15.39,2025-11-03,Fully Paid,Recovered,499067.85,6932.15,98.63,Medium Risk
LN02138,42.0,504230,Business Loan,2975000,12.46,2025-07-25,Charged Off,Default,556520.57,2418479.43,18.71,High Risk
LN06788,40.0,530043,Personal Loan,318000,16.34,2026-04-04,Fully Paid,Recovered,315852.29,2147.71,99.32,Medium Risk
LN09947,40.0,1297427,Home Loan,2717000,8.64,2025-10-04,Fully Paid,Recovered,2666086.83,50913.17,98.13,Medium Risk
LN08680,60.0,990430,Business Loan,4074000,13.61,2025-11-14,Fully Paid,Recovered,4067473.33,6526.67,99.84,Medium Risk
LN09149,41.0,1562641,Business Loan,4173000,12.87,2025-08-04,Fully Paid,Recovered,4141485.44,31514.56,99.24,Medium Risk
LN06895,36.0,1256302,Personal Loan,527000,14.64,2025-09-25,Fully Paid,Recovered,502526.67,24473.33,95.36,Medium Risk
LN08742,52.0,1209303,Home Loan,3914000,9.38,2025-05-05,Fully Paid,Recovered,3875258.61,38741.39,99.01,Medium Risk
LN07152,49.0,251348,Education Loan,580000,11.25,2025-09-29,Fully Paid,Recovered,558665.19,21334.81,96.32,Medium Risk
LN00964,53.0,3193403,Education Loan,516000,10.6,2025-09-17,Fully Paid,Recovered,503455.89,12544.11,97.57,Low Risk
LN06013,60.0,1461722,Education Loan,748000,11.79,2025-07-11,Fully Paid,Recovered,742079.96,5920.04,99.21,Medium Risk
LN04883,52.0,863866,Auto Loan,633000,11.27,2025-11-27,Fully Paid,Recovered,629038.19,3961.81,99.37,Medium Risk
LN00141,64.0,1038389,Business Loan,3723000,12.79,2025-08-15,Fully Paid,Recovered,3603750.31,119249.69,96.8,Medium Risk
LN09215,56.0,281917,Auto Loan,828000,10.03,2026-03-27,Charged Off,Default,278609.7,549390.3,33.65,Medium Risk
LN06937,47.0,200000,Education Loan,582000,11.2,2025-08-01,Fully Paid,Recovered,579051.85,2948.15,99.49,Medium Risk
LN06543,63.0,808277,Auto Loan,650000,10.03,2025-10-11,Fully Paid,Recovered,635260.11,14739.89,97.73,Medium Risk
LN05244,33.0,1269846,Personal Loan,533000,15.86,2025-05-29,Fully Paid,Recovered,530362.36,2637.64,99.51,Medium Risk
LN04432,63.0,358868,Auto Loan,1001000,11.43,2026-04-21,Fully Paid,Recovered,955047.31,45952.69,95.41,Medium Risk
LN00407,61.0,1592723,Personal Loan,429000,15.59,2025-09-14,Fully Paid,Recovered,417526.5,11473.5,97.33,Low Risk
LN08213,56.0,627448,Personal Loan,394000,15.95,2026-02-12,Fully Paid,Recovered,379785.2,14214.8,96.39,Medium Risk
LN08540,50.0,682815,Home Loan,2884000,9.01,2025-06-23,Fully Paid,Recovered,2755267.25,128732.75,95.54,Medium Risk
LN09994,26.0,203223,Home Loan,4231000,8.6,2025-07-12,Fully Paid,Recovered,4137543.77,93456.23,97.79,High Risk
LN08235,38.0,1077812,Personal Loan,462000,15.24,2026-03-20,Fully Paid,Recovered,454167.65,7832.35,98.3,Medium Risk
LN04400,23.0,572327,Personal Loan,436000,15.06,2025-10-10,Fully Paid,Recovered,426032.05,9967.95,97.71,Medium Risk
LN05253,29.0,614698,Auto Loan,842000,10.97,2025-11-28,Fully Paid,Recovered,801055.83,40944.17,95.14,Medium Risk
LN00012,45.0,966800,Personal Loan,367000,15.8,2025-04-24,Fully Paid,Recovered,366859.25,140.75,99.96,Medium Risk
LN04761,46.0,468616,Personal Loan,513000,15.61,2026-02-21,Charged Off,Default,114311.2,398688.8,22.28,Medium Risk
LN01178,42.0,1157460,Auto Loan,769000,11.33,2026-01-23,Fully Paid,Recovered,763120.18,5879.82,99.24,Medium Risk
LN02864,45.0,251643,Home Loan,3919000,9.39,2025-12-17,Charged Off,Default,568444.56,3350555.44,14.5,High Risk
LN06472,28.0,351517,Home Loan,3487000,9.43,2025-07-26,Fully Paid,Recovered,3464396.39,22603.61,99.35,High Risk
LN06229,42.0,722890,Home Loan,3024000,8.32,2025-05-04,Fully Paid,Recovered,3007997.63,16002.37,99.47,Medium Risk
LN02990,41.0,437034,Home Loan,4803000,9.65,2026-02-01,Fully Paid,Recovered,4702352.55,100647.45,97.9,High Risk
LN07118,63.0,1270212,Personal Loan,586000,15.31,2026-02-07,Fully Paid,Recovered,571624.36,14375.64,97.55,Medium Risk
LN07011,26.0,864631,Auto Loan,930000,10.62,2025-11-27,Fully Paid,Recovered,891932.64,38067.36,95.91,Medium Risk
LN08729,31.0,400373,Auto Loan,582000,10.19,2025-12-15,Fully Paid,Recovered,567543.25,14456.75,97.52,Medium Risk
LN01441,56.0,2550564,Personal Loan,505000,15.16,2025-09-05,Fully Paid,Recovered,494655.29,10344.71,97.95,Low Risk
LN09942,52.0,655851,Home Loan,3558000,8.46,2026-02-19,Charged Off,Default,521307.02,3036692.98,14.65,Medium Risk
LN02876,42.0,1001993,Personal Loan,389000,14.52,2025-05-16,Fully Paid,Recovered,386917.89,2082.11,99.46,Medium Risk
LN09282,60.0,712620,Education Loan,640000,11.6,2025-11-24,Fully Paid,Recovered,624465.74,15534.26,97.57,Medium Risk
LN08965,30.0,1176384,Home Loan,2903000,8.11,2025-08-23,Fully Paid,Recovered,2807803.4,95196.6,96.72,Medium Risk
LN07233,25.0,1428049,Education Loan,446000,11.02,2026-03-28,Charged Off,Default,107913.2,338086.8,24.2,Medium Risk
LN03727,39.0,671557,Business Loan,3203000,12.45,2026-01-07,Fully Paid,Recovered,3145279.12,57720.88,98.2,Medium Risk
LN02773,47.0,1058998,Business Loan,4841000,13.53,2025-10-07,Fully Paid,Recovered,4735532.13,105467.87,97.82,Medium Risk
LN00455,41.0,257886,Personal Loan,551000,16.49,2026-03-06,Fully Paid,Recovered,530734.69,20265.31,96.32,Medium Risk
LN08190,24.0,2150280,Personal Loan,382000,14.41,2026-03-16,Fully Paid,Recovered,374985.72,7014.28,98.16,Low Risk
LN01368,36.0,1359294,Home Loan,2716000,8.3,2025-07-03,Fully Paid,Recovered,2702500.78,13499.22,99.5,Medium Risk
LN03713,,556769,Personal Loan,365000,16.14,2025-10-07,Fully Paid,Recovered,355677.72,9322.28,97.45,Medium Risk
LN08134,53.0,905802,Education Loan,488000,12.36,2025-11-09,Fully Paid,Recovered,473006.23,14993.77,96.93,Medium Risk
LN01389,60.0,600226,Education Loan,404000,12.24,2025-06-21,Charged Off,Default,59955.13,344044.87,14.84,Medium Risk
LN01001,26.0,708922,Auto Loan,805000,10.12,2026-04-13,Fully Paid,Recovered,779670.05,25329.95,96.85,Medium Risk
LN07762,51.0,1198204,Personal Loan,468000,15.83,2026-03-20,Fully Paid,Recovered,464896.18,3103.82,99.34,Medium Risk
LN03554,39.0,842167,Personal Loan,327000,16.31,2025-06-12,Fully Paid,Recovered,319335.38,7664.62,97.66,Medium Risk
LN04115,49.0,396925,Auto Loan,907000,11.34,2025-05-31,Fully Paid,Recovered,878130.86,28869.14,96.82,Medium Risk
LN01668,39.0,292035,Auto Loan,1098000,10.93,2026-04-02,Fully Paid,Recovered,1065385.5,32614.5,97.03,Medium Risk
LN03174,36.0,870777,Home Loan,3141000,9.14,2025-12-21,Fully Paid,Recovered,3000717.16,140282.84,95.53,Medium Risk
LN09585,41.0,1055613,Home Loan,3429000,8.71,2026-02-13,Fully Paid,Recovered,3402490.96,26509.04,99.23,Medium Risk
LN00489,50.0,1307655,Home Loan,4011000,8.38,2025-05-08,Fully Paid,Recovered,3967051.21,43948.79,98.9,Medium Risk
LN03231,,952067,Auto Loan,972000,11.47,2025-11-10,Fully Paid,Recovered,943277.03,28722.97,97.04,Medium Risk
LN03829,28.0,326231,Auto Loan,841000,11.68,2025-10-24,Fully Paid,Recovered,807565.68,33434.32,96.02,Medium Risk
LN08826,62.0,560838,Business Loan,3590000,13.02,2025-06-16,Fully Paid,Recovered,3521842.27,68157.73,98.1,High Risk
LN05209,46.0,933816,Business Loan,3129000,13.28,2025-12-25,Charged Off,Default,814955.72,2314044.28,26.05,Medium Risk
LN07849,28.0,476929,Personal Loan,364000,15.33,2026-02-04,Fully Paid,Recovered,362316.77,1683.23,99.54,Medium Risk
LN05705,51.0,887997,Personal Loan,415000,16.34,2025-05-18,Charged Off,Default,119917.23,295082.77,28.9,Medium Risk
LN09834,64.0,965480,Home Loan,2811000,9.26,2025-06-27,Charged Off,Default,752376.2,2058623.8,26.77,Medium Risk
LN08134,53.0,905802,Education Loan,488000,12.36,2025-11-09,Fully Paid,Recovered,473006.23,14993.77,96.93,Medium Risk
LN00704,29.0,725931,Business Loan,3958000,13.97,2026-02-05,Fully Paid,Recovered,3862612.96,95387.04,97.59,Medium Risk
LN05106,28.0,900845,Personal Loan,400000,15.06,2026-01-13,Fully Paid,Recovered,388663.09,11336.91,97.17,Medium Risk
LN09073,55.0,449428,Auto Loan,879000,10.82,2025-11-11,Fully Paid,Recovered,847153.25,31846.75,96.38,Medium Risk
LN03292,26.0,562339,Auto Loan,518000,10.65,2026-03-07,Fully Paid,Recovered,495640.56,22359.44,95.68,Medium Risk
LN08126,53.0,259571,Home Loan,4216000,9.13,2025-12-18,Fully Paid,Recovered,4133350.91,82649.09,98.04,High Risk
LN09826,57.0,313855,Home Loan,2635000,9.43,2026-01-22,Charged Off,Default,696793.71,1938206.29,26.44,High Risk
LN09204,23.0,405382,Home Loan,2873000,8.45,2025-06-13,Charged Off,Default,650740.22,2222259.78,22.65,High Risk
LN04910,59.0,441217,Auto Loan,773000,10.29,2025-11-06,Charged Off,Default,168281.09,604718.91,21.77,Medium Risk
LN04441,29.0,453858,Education Loan,707000,11.44,2025-11-10,Fully Paid,Recovered,687507.55,19492.45,97.24,Medium Risk
LN00987,51.0,455519,Business Loan,3648000,14.07,2026-03-22,Fully Paid,Recovered,3538212.49,109787.51,96.99,High Risk
LN09424,30.0,1745778,Personal Loan,368000,14.53,2025-07-08,Fully Paid,Recovered,358733.59,9266.41,97.48,Low Risk
LN09245,24.0,687506,Auto Loan,617000,11.19,2026-01-04,Fully Paid,Recovered,605066.05,11933.95,98.07,Medium Risk
LN07706,54.0,2339029,Education Loan,656000,11.58,2025-04-29,Fully Paid,Recovered,626105.93,29894.07,95.44,Low Risk
LN06258,30.0,2198627,Personal Loan,275000,14.72,2025-07-28,Charged Off,Default,65893.42,209106.58,23.96,Low Risk
LN06090,26.0,678324,Education Loan,546000,11.35,2025-08-02,Fully Paid,Recovered,539425.18,6574.82,98.8,Medium Risk
LN05239,47.0,362412,Home Loan,3182000,9.41,2026-04-04,Fully Paid,Recovered,3119600.4,62399.6,98.04,High Risk
LN01199,30.0,1233262,Personal Loan,338000,15.14,2025-07-08,Charged Off,Default,64533.61,273466.39,19.09,Medium Risk
LN09253,42.0,869242,Education Loan,566000,10.7,2026-01-08,Fully Paid,Recovered,546517.05,19482.95,96.56,Medium Risk
